,Station Name,Station ID,Number of Customers,Average Trip Duration (min),Latitude,Longitude,Year
255,Sands St & Gold St,279.0,1362,1086.160792951542,40.699869370000556,-73.98271933000062,2014
256,Sands St & Navy St,2001.0,1010,874.1643564356435,40.69977300000024,-73.97992699999939,2014
257,Shevchenko Pl & E 6 St,300.0,6147,639.2440214738897,40.72814500000086,-73.99021399999373,2014
258,Shevchenko Pl & E 7 St,300.0,24014,684.8900641292579,40.72814499997392,-73.99021399999124,2014
259,South End Ave & Liberty St,3002.0,45461,1035.6280108224632,40.7115120000169,-74.01575599995083,2014
260,South St & Gouverneur Ln,315.0,21048,1303.3526700874193,40.703553769997036,-74.00670226997053,2014
261,South St & Whitehall St,259.0,17011,1403.6628652048673,40.701221279999196,-74.01234217998838,2014
262,Spruce St & Nassau St,224.0,17567,961.1965617350714,40.71146363998699,-74.00552427000338,2014
263,St James Pl & Oliver St,308.0,15256,784.6372574724699,40.7130791600021,-73.99851192999664,2014
264,St James Pl & Pearl St,82.0,9771,910.5246136526456,40.71117416000543,-74.0001654500038,2014
265,St Marks Pl & 1 Ave,438.0,27898,764.7973331421607,40.7277912599967,-73.98564944998644,2014
266,St Marks Pl & 2 Ave,236.0,39263,769.7989455721672,40.72841860002904,-73.98713955997465,2014
267,Stanton St & Chrystie St,265.0,26442,767.6531654186522,40.72229346002012,-73.99147534999143,2014
268,Stanton St & Mangin St,341.0,12366,965.5181950509461,40.71782143000462,-73.97628939000384,2014
269,State St,427.0,2895,1317.0366148531953,40.70251525999932,-74.01427022999937,2014
270,State St & Smith St,310.0,15101,965.0792000529766,40.68926941999468,-73.9891286699789,2014
271,Suffolk St & Stanton St,410.0,31539,808.5324201781921,40.720664420004766,-73.98517977000535,2014
272,Sullivan St & Washington Sq,336.0,31332,750.4702859696157,40.73047746997917,-73.9990606499429,2014
273,University Pl & E 14 St,382.0,60072,718.4199960047943,40.73492694999868,-73.99200509011939,2014
274,Vesey Pl & River Terrace,327.0,53028,1003.1759636418495,40.71533789998207,-74.01658354001074,2014
